wine_name,price,overall_rating,is_cellar_defender
Vino Nobile di Montepulciano Il Nocio,199.99,4.3,False
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,199.99,4.3,False
Marianova Bolgheri Superiore,199.99,4.3,False
Five,199.99,4.3,False
Flaccianello della Pieve,199.99,4.3,False
Barbaresco Vanotu,199.99,4.3,False
Cabernet Sauvignon Three Acre,199.99,4.3,False
Pauillac (Grand Cru Class?),199.99,4.3,False
Magrez Fombrauge Saint-?ilion Grand Cru,199.99,4.3,False
Barolo Lazzarito,199.99,4.3,False
Barbaresco Vanotu,199.99,4.3,False
Chambolle-Musigny,199.99,4.3,False
Pomerol,199.99,4.3,False
Barolo Rocche di Castiglione,199.99,4.3,False
Dominus Gran Selecci? Vi?dos Viejos,199.99,4.3,False
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,199.99,4.3,False
Priorat,199.99,4.3,False
Hermitage La Chapelle Rouge,199.99,4.3,False
Pauillac (Grand Cru Class?),199.99,4.3,False
La Chapelle de La Mission Haut-Brion Pessac-L?gnan,199.99,4.3,False
Les Seuvr?s Gevrey-Chambertin,199.99,4.2,False
Pauillac (Grand Cru Class?),199.99,4.2,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.99,4.2,False
Brunello di Montalcino,199.99,4.2,False
Cabernet Sauvignon,199.99,4.2,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.99,4.2,False
Les Pens?s de Lafleur Pomerol,199.99,4.2,False
Pauillac (Grand Cru Class?),199.99,4.2,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.99,4.2,False
Brea Vigna Ca'Mia Barolo,199.99,4.2,False
Villero Barolo,199.99,4.2,False
Syrah,199.99,4.2,False
Reserve Cabernet Sauvignon,199.99,4.2,False
Brunello di Montalcino Riserva (Casato Prime Donne),199.99,4.2,False
Vosne-Roman? 1er Cru 'Les Chaumes',199.99,4.2,False
Saint-?ilion Grand Cru (Grand Cru Class?),199.99,4.2,False
La Chapelle de La Mission Haut-Brion Pessac-L?gnan,199.99,4.2,False
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,199.99,4.2,False
Pauillac (Grand Cru Class?),199.99,4.1,False
Brunello di Montalcino Riserva (Casato Prime Donne),199.99,4.1,False
Hermitage La Chapelle Rouge,199.99,4.1,False
Barolo Lazzarito,199.99,4.1,False
Napa Valley Cabernet Sauvignon,199.99,4.1,False
Volnay 1er Cru 'Les Taillepieds',199.99,4.1,False
Villero Barolo,199.99,4.1,False
La Chapelle de La Mission Haut-Brion Pessac-L?gnan,199.99,4.1,False
Reserva Real,199.99,4.1,False
Cabernet Sauvignon,199.99,4.1,False
Dominus Gran Selecci? Vi?dos Viejos,199.99,4.1,False
Villero Barolo,199.99,4.1,False
Cabernet Sauvignon,199.99,4.1,False
Margaux (Grand Cru Class?),199.99,4.0,False
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,199.99,4.0,False
Villero Barolo,199.99,4.0,False
Gevrey-Chambertin Premier Cru Clos Saint-Jacques,199.99,4.0,False
Reserva Especial,199.99,3.9,False
Chambolle-Musigny,199.99,3.9,False
Chambolle-Musigny,199.99,3.7,False
Pauillac (Grand Cru Class?),199.99,3.6,False
Private Stock 16 Rows Cabernet Sauvignon,199.98,4.6,False
Private Stock 16 Rows Cabernet Sauvignon,199.98,4.5,False
Saint-Julien (Grand Cru Class?),199.97,4.6,False
Saint-Julien (Grand Cru Class?),199.97,4.6,False
The Montelena Estate Cabernet Sauvignon,199.97,4.5,False
Haut-M?oc (Grand Cru Class?),199.97,4.4,False
Haut-M?oc (Grand Cru Class?),199.97,4.4,False
Saint-Julien (Grand Cru Class?),199.97,4.4,False
Saint-Julien (Grand Cru Class?),199.97,4.3,False
Saint-?ilion Grand Cru (Grand Cru Class?),199.97,4.3,False
Saint-Julien (Grand Cru Class?),199.97,4.3,False
Haut-M?oc (Grand Cru Class?),199.97,4.3,False
Saint-Julien (Grand Cru Class?),199.97,4.3,False
Haut-M?oc (Grand Cru Class?),199.97,4.2,False
Domaine des Tourettes Hermitage Rouge,199.97,4.2,False
Haut-M?oc (Grand Cru Class?),199.97,4.2,False
Haut-M?oc (Grand Cru Class?),199.97,4.2,False
Domaine des Tourettes Hermitage Rouge,199.97,4.2,False
Haut-M?oc (Grand Cru Class?),199.97,4.1,False
Haut-M?oc (Grand Cru Class?),199.97,4.1,False
Haut-M?oc (Grand Cru Class?),199.97,3.9,False
Merlot,199.97,3.8,False
Cuv? Priv? du Ch?eau Lascombes Margaux,199.96,4.1,False
La Sereine Noire C?e-R?ie,199.95,4.8,False
Cobos Marchiori Vineyard Malbec,199.95,4.7,False
Cobos Marchiori Vineyard Malbec,199.95,4.7,False
Pinot Noir UV-SL Vineyard,199.95,4.6,False
Brunello di Montalcino,199.95,4.6,False
Cabernet Sauvignon,199.95,4.6,False
Pinot Noir UV-SL Vineyard,199.95,4.5,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.95,4.5,False
Lot No. 1 Cabernet Sauvignon,199.95,4.5,False
Ch?eauneuf-du-Pape,199.95,4.5,False
Arioso Ch?eauneuf-du-Pape,199.95,4.5,False
Barolo Vigna Rionda,199.95,4.5,False
Lot No. 1 Cabernet Sauvignon,199.95,4.4,False
Syrah,199.95,4.4,False
Ch?eauneuf-du-Pape R?erve des Deux Fr?es,199.95,4.4,False
Brunello di Montalcino,199.95,4.4,False
Rubicon,199.95,4.4,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.95,4.4,False
Vosne-Roman?,199.95,4.4,False
Syrah,199.95,4.4,False
Cerretta Barolo Riserva (Vigna Bricco),199.95,4.3,False
Pauillac (Grand Cru Class?),199.95,4.3,False
Margaux (Grand Cru Class?),199.95,4.3,False
Syrah,199.95,4.3,False
Syrah,199.95,4.3,False
Barolo Vigna Rionda,199.95,4.3,False
Rubicon,199.95,4.3,False
Chapelle-Chambertin Grand Cru,199.95,4.3,False
Syrah,199.95,4.3,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),199.95,4.2,False
Margaux (Grand Cru Class?),199.95,4.2,False
Clos de la Roche Grand Cru,199.95,4.1,False
Pommard Grands Epenots Premier Cru,199.95,4.0,False
Saint-Julien,199.95,3.8,False
Cabernet Sauvignon,199.94,4.5,False
Black Label Cabernet Sauvignon,199.9,4.7,False
The Hexe,199.2,4.9,False
The Hexe,199.2,4.7,False
Cabernet Sauvignon,199.2,4.6,False
Kathryn Hall Cabernet Sauvignon,199.0,4.7,False
Cabernet Sauvignon,199.0,4.7,False
Bootlegger's Hill Pinot Noir,199.0,4.7,False
Cabernet Sauvignon,199.0,4.6,False
Cabernet Sauvignon Coeur De Vall?,199.0,4.6,False
Amoenus Cabernet Sauvignon,199.0,4.6,False
Kathryn Hall Cabernet Sauvignon,199.0,4.5,False
Rubicon,199.0,4.5,False
Ares,199.0,4.5,False
Lavinia Maria Toscana,199.0,4.5,False
Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon,199.0,4.5,False
Cabernet Sauvignon Coeur De Vall?,199.0,4.5,False
Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon,199.0,4.5,False
Pauillac (Grand Cru Class?),199.0,4.3,False
Onda Cabernet Sauvignon,198.99,4.6,False
Onda Cabernet Sauvignon,198.99,4.5,False
Saint-?ilion Grand Cru,198.95,4.5,False
Chambolle-Musigny,198.95,4.4,False
Clos de Vougeot Grand Cru,198.95,4.3,False
Chambolle-Musigny 1er Cru 'Les Lavrottes',198.95,4.1,False
Chambolle-Musigny 1er Cru 'Les Lavrottes',198.95,4.0,False
LMV Salon,198.89,4.7,False
Cabernet Sauvignon Mon Chevalier,198.89,4.5,False
Cabernet Sauvignon Mon Chevalier,198.89,4.5,False
Cabernet Sauvignon Mon Chevalier,198.89,4.5,False
Cabernet Sauvignon Mon Chevalier,198.89,4.4,False
Chambolle-Musigny,198.39,4.1,False
Gran Arzuaga Ribera del Duero,198.25,4.3,False
Pauillac (Grand Cru Class?),198.0,4.3,False
Mekerra Proprietary Red,197.99,4.5,False
Monte Rosso Vineyard Cabernet Sauvignon,197.99,4.4,False
Mekerra Proprietary Red,197.99,4.4,False
Mekerra Proprietary Red,197.99,4.4,False
Brunello di Montalcino Riserva,197.99,4.4,False
Pomerol,197.99,4.3,False
Monte Rosso Vineyard Cabernet Sauvignon,197.99,4.3,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),197.99,4.3,False
Pomerol,197.99,4.2,False
Pomerol,197.99,4.2,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),197.99,4.1,False
Pomerol,197.99,4.0,False
Reserve,197.99,4.0,False
Brunello di Montalcino,197.94,4.5,False
Latricieres-Chambertin Grand Cru,197.9,4.4,False
Reserve Cabernet Sauvignon,197.28,4.5,False
Gevrey-Chambertin 1er Cru 'Lavaux St-Jacques',197.0,4.1,False
Nuits-Saint-Georges Premier Cru Les Vaucrains,196.99,4.2,False
Pomerol,196.34,4.2,False
Pinot Noir,196.0,4.4,False
Barolo Vigneto Cannubi,196.0,4.3,False
Chambolle-Musigny 1er Cru 'Les Cras',196.0,4.0,False
V?rs? Barolo Camp?,195.99,4.5,False
V?rs? Barolo Camp?,195.99,4.5,False
V?rs? Barolo Camp?,195.99,4.5,False
Cabernet Sauvignon (Calistoga Cuv?),195.99,4.5,False
Cabernet Sauvignon (Calistoga Cuv?),195.99,4.4,False
V?rs? Barolo Camp?,195.99,4.4,False
Cabernet Sauvignon (Calistoga Cuv?),195.99,4.4,False
V?rs? Barolo Camp?,195.99,4.3,False
V?rs? Barolo Camp?,195.99,4.3,False
V?rs? Barolo Camp?,195.99,4.3,False
Cabernet Sauvignon (Calistoga Cuv?),195.99,4.3,False
Amarone della Valpolicella Classico,195.99,4.2,False
Amarone della Valpolicella Classico,195.99,4.2,False
Amarone della Valpolicella Classico,195.99,4.1,False
Chambolle-Musigny Premier Cru 'Les Charmes',195.49,4.3,False
Brunello di Montalcino,195.0,4.6,False
Rive Droite (Paradise Hills Vineyard),195.0,4.6,False
Chambolle-Musigny Premier Cru,195.0,4.6,False
Reserve Claret,195.0,4.6,False
1694 Classification Red,195.0,4.5,False
Single Vineyard Bancroft Ranch Merlot,195.0,4.5,False
Giorgio Bartholom?s,195.0,4.5,False
Opheliah Maria Toscana,195.0,4.5,False
Stags Leap District Cabernet Sauvignon,195.0,4.5,False
Margaux (Grand Cru Class?),195.0,4.4,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),195.0,4.4,False
Chambolle-Musigny,195.0,4.4,False
The Maiden,195.0,4.4,False
Margaux (Grand Cru Class?),195.0,4.3,False
Margaux (Grand Cru Class?),195.0,4.3,False
Margaux (Grand Cru Class?),195.0,4.2,False
Les Pens?s de Lafleur Pomerol,195.0,4.2,False
Renaissance Cornas,195.0,4.2,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),195.0,4.1,False
Marriage,195.0,4.1,False
Savigny-L?-Beaune Premier Cru Les Marconnets,195.0,4.1,False
Margaux (Grand Cru Class?),195.0,4.0,False
Margaux (Grand Cru Class?),195.0,3.8,False
Malleolus de Sanchomartin,194.99,4.8,False
Malleolus de Sanchomartin,194.99,4.6,False
Malleolus de Sanchomartin,194.99,4.5,False
Red Blend,194.99,4.5,False
Pessac-L?gnan (Grand Cru Class? de Graves),194.99,4.4,False
Toscana Palafreno,194.99,4.4,False
Barolo Riserva Vigna Rionda,194.99,4.3,False
Barolo Riserva Vigna Rionda,194.99,4.3,False
Barolo Riserva Vigna Rionda,194.99,4.2,False
Pauillac (Grand Cru Class?),194.99,4.2,False
Falletto Barbaresco Asili,194.99,4.2,False
Pauillac (Grand Cru Class?),194.99,4.1,False
Pauillac (Grand Cru Class?),194.99,4.1,False
Saint-Joseph,194.98,4.2,False
M Cabernet Sauvignon,194.95,4.7,False
Reserve,194.95,4.6,False
Reserve,194.95,4.6,False
Reserve,194.95,4.6,False
M Cabernet Sauvignon,194.95,4.6,False
M Cabernet Sauvignon,194.95,4.5,False
M Cabernet Sauvignon,194.95,4.4,False
Ulysses,194.95,4.3,False
Echezeaux Grand Cru,194.95,4.3,False
Echezeaux Grand Cru,194.95,4.3,False
Vosne-Roman? Les Maizi?es Hautes,194.95,4.2,False
Les Songes de Magdelaine Saint-?ilion Grand Cru,194.6,4.1,False
King Richard's Reserve Pinot Noir,194.0,4.6,False
King Richard's Reserve Pinot Noir,194.0,4.5,False
Cabernet Sauvignon (Paradise Hills Vineyard),194.0,4.5,False
Asili Barbaresco Vecchie Viti,194.0,4.5,False
Cabernet Sauvignon (Paradise Hills Vineyard),194.0,4.4,False
Cabernet Sauvignon (Paradise Hills Vineyard),194.0,4.4,False
Cabernet Sauvignon (Paradise Hills Vineyard),194.0,4.3,False
Flux Red,194.0,3.9,False
Les Amis,193.79,4.7,False
Ares,193.79,4.5,False
Les Amis,193.79,4.5,False
Les Amis,193.79,4.4,False
Les Amis,193.79,4.4,False
Georges De Latour Private Reserve Cabernet Sauvignon,193.42,4.1,False
Barolo Vignarionda Riserva,192.99,4.6,False
Barolo Vignarionda Riserva,192.99,4.6,False
Cabernet Sauvignon,192.99,4.5,False
Barolo Vignarionda Riserva,192.99,4.4,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),192.99,4.3,False
Clos de Vougeot Grand Cru,192.99,4.3,False
Rothwell Hyde Red,192.77,4.5,False
Reva Estate Syrah,192.55,4.5,False
Ca'Marcanda Magari,192.49,4.3,False
Ca'Marcanda Magari,192.49,4.2,False
Usted,192.07,4.4,False
Bootlegger's Hill Pinot Noir,192.0,4.6,False
De Coelo Quintus Pinot Noir,192.0,4.5,False
Ch?eau Haut-Bailly (Cru Class? de Graves),191.99,4.2,False
Ch?eau Haut-Bailly (Cru Class? de Graves),191.99,4.0,False
Vosne-Roman? 1er Cru 'Clos des R?s',191.49,4.2,False
Son Negre,191.47,4.3,False
La Dame de Malescot Margaux,190.21,3.7,False
Treehouse Pinot Noir,190.0,4.8,False
Pomerol,190.0,4.7,False
Elivette,190.0,4.6,False
Experiment,190.0,4.5,False
Lupi e Sirene Riserva,190.0,4.4,False
Saint-Julien (Grand Cru Class?),190.0,4.2,False
Pessac-L?gnan (Grand Cru Class? de Graves),190.0,4.2,False
Pessac-L?gnan (Grand Cru Class? de Graves),190.0,4.2,False
Saint-Julien (Grand Cru Class?),190.0,4.1,False
MunJebel PA Rosso,190.0,4.1,False
MunJebel FM Rosso,190.0,4.1,False
Pessac-L?gnan (Grand Cru Class? de Graves),190.0,3.8,False
Beckstoffer Las Piedras Heritage Single Vineyard Cabernet Sauvignon,189.99,4.8,False
Keefer Ranch Pinot Noir,189.99,4.7,False
Keefer Ranch Pinot Noir,189.99,4.7,False
Terreus Paraje de Cueva Baja,189.99,4.7,False
Keefer Ranch Pinot Noir,189.99,4.6,False
Cabernet Sauvignon,189.99,4.6,False
Keefer Ranch Pinot Noir,189.99,4.6,False
Keefer Ranch Pinot Noir,189.99,4.6,False
Terreus Paraje de Cueva Baja,189.99,4.6,False
Treehouse Vineyard Pinot Noir,189.99,4.6,False
Terreus Paraje de Cueva Baja,189.99,4.6,False
Terreus Paraje de Cueva Baja,189.99,4.6,False
El Carretil,189.99,4.6,False
V?rs? Barbaresco Gallina,189.99,4.5,False
Reserve Cabernet Sauvignon,189.99,4.5,False
V?rs? Barbaresco Gallina,189.99,4.5,False
Cuv? Julia,189.99,4.5,False
Pomerol,189.99,4.5,False
Pomerol,189.99,4.5,False
Pomerol,189.99,4.5,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.4,False
Cabernet Sauvignon,189.99,4.4,False
Nuits-St-Georges 1er Cru Les Roncieres,189.99,4.4,False
V?rs? Barbaresco Gallina,189.99,4.4,False
Pomerol,189.99,4.4,False
Pauillac (Grand Cru Class?),189.99,4.4,False
Pomerol,189.99,4.4,False
Pauillac (Grand Cru Class?),189.99,4.4,False
Torre Tinto,189.99,4.4,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.4,False
Chambolle-Musigny,189.99,4.4,False
Vosne-Roman? 1er Cru 'Clos des R?s',189.99,4.4,False
El Carretil,189.99,4.4,False
El Carretil,189.99,4.4,False
Pauillac (Grand Cru Class?),189.99,4.3,False
Pomerol,189.99,4.3,False
Ulysses,189.99,4.3,False
Pomerol,189.99,4.3,False
Pauillac (Grand Cru Class?),189.99,4.3,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.3,False
Pauillac (Grand Cru Class?),189.99,4.3,False
Saint-Julien (Grand Cru Class?),189.99,4.3,False
Pauillac (Grand Cru Class?),189.99,4.3,False
Pomerol,189.99,4.3,False
Pomerol,189.99,4.3,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.3,False
Ulysses,189.99,4.3,False
Ch?eau Corton Grancey Grand Cru,189.99,4.3,False
Old Bastard Shiraz,189.99,4.3,False
Vieilles Vignes Les Echanges Chambolle-Musigny Premier Cru,189.99,4.3,False
Pomerol,189.99,4.3,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.2,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,4.2,False
Saint-Julien (Grand Cru Class?),189.99,4.2,False
Pauillac (Grand Cru Class?),189.99,4.2,False
Nuits-St-Georges 1er Cru Les Roncieres,189.99,4.2,False
Pomerol,189.99,4.2,False
Echezeaux Grand Cru,189.99,4.2,False
Cabernet Sauvignon,189.99,4.2,False
Gran Reserva,189.99,4.2,False
Pauillac (Grand Cru Class?),189.99,4.2,False
Pauillac (Grand Cru Class?),189.99,4.2,False
Pauillac (Grand Cru Class?),189.99,4.1,False
Pauillac (Grand Cru Class?),189.99,4.1,False
Pauillac (Grand Cru Class?),189.99,4.1,False
Hermitage La Chapelle Rouge,189.99,4.1,False
Hermitage La Chapelle Rouge,189.99,4.1,False
Gevrey-Chambertin,189.99,4.0,False
Gevrey-Chambertin,189.99,4.0,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),189.99,3.9,False
Gevrey-Chambertin,189.99,3.9,False
Gevrey-Chambertin,189.99,3.8,False
Les Tosses,189.97,4.6,False
Les Tosses,189.97,4.5,False
Les Tosses,189.97,4.4,False
Les Tosses,189.97,4.4,False
Volnay 1er Cru 'Les Taillepieds',189.97,4.3,False
Les Tosses,189.97,4.2,False
Proprietary Red,189.95,4.8,False
Cabernet Sauvignon Pedregal Vineyard,189.95,4.5,False
Le Clarence de Haut Brion Pessac-L?gnan (Ch?eau Bahans Haut-Brion),189.95,4.3,False
Corton Le Rognet Grand Cru,189.95,4.3,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),189.95,4.2,False
Barbaresco Sori' Paitin Vecchie Vigne Riserva,189.95,4.2,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),189.95,4.1,False
Corton Clos des Cortons Faiveley Grand Cru (Monopole),189.95,3.9,False
Asuka Cabernet Franc,189.56,4.2,False
Les Amis,189.49,4.1,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.6,False
The Tempest,189.0,4.6,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.5,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.5,False
M?isse Jumping Goat Vineyard,189.0,4.5,False
Bandol Cuv? La Migoua,189.0,4.5,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.4,False
M?isse Jumping Goat Vineyard,189.0,4.4,False
Pinot Noir,189.0,4.4,False
Barolo Riserva R?ncot,189.0,4.4,False
Barolo Ciabot Mentin Ginestra,189.0,4.4,False
Les Sentiers Chambolle-Musigny 1er Cru,189.0,4.4,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.3,False
Cuv? Natalie Silver Belt Vineyard Pinot Noir,189.0,4.3,False
Reserve Unfiltered Cabernet Sauvignon,189.0,4.3,False
Saint-Julien (Grand Cru Class?),189.0,4.2,False
Les Sentiers Chambolle-Musigny 1er Cru,189.0,4.2,False
Saint-Julien (Grand Cru Class?),189.0,4.1,False
The Tempest,189.0,4.1,False
Franco Fiorina Barolo,189.0,4.0,False
Velvet Glove Shiraz,188.99,4.7,False
Brunello di Montalcino,188.99,4.5,False
Cabernet Sauvignon Samantha's,188.99,4.5,False
Vigne de l'Enfant J?us Beaune 1er Cru 'Les Gr?es',188.99,4.4,False
Vieilles Vignes Gevrey-Chambertin,188.99,4.2,False
Cerequio Barolo,188.99,4.1,False
Cerequio Barolo,188.99,4.0,False
SWK Vineyard Pinot Noir,188.98,4.5,False
Volnay 1er Cru 'Les Mitans',188.95,4.0,False
Treehouse Pinot Noir,188.88,4.8,False
Estate Booth Bella Oaks Cabernet Sauvignon,188.69,4.7,False
Estate Booth Bella Oaks Cabernet Sauvignon,188.69,4.6,False
Roda Reserva Rioja,188.0,4.1,False
Octavius Amarone della Valpolicella Riserva,187.99,4.6,False
Ch?eau d'Ampuis C?e-R?ie,187.99,4.4,False
Ch?eau d'Ampuis C?e-R?ie,187.99,4.3,False
Ch?eau d'Ampuis C?e-R?ie,187.99,4.2,False
Gevrey-Chambertin Premier Cru Lavaux Saint Jacques,187.56,4.1,False
C?e-R?ie La Landonne,187.5,4.3,False
Winston Hill,186.99,4.8,False
Winston Hill,186.99,4.8,False
Winston Hill,186.99,4.7,False
Cuv? des Cadettes Ch?eauneuf-du-Pape,186.99,4.5,False
Pessac-L?gnan (Grand Cru Class? de Graves),186.99,4.5,False
Winston Hill,186.99,4.5,False
Cuv? des Cadettes Ch?eauneuf-du-Pape,186.99,4.4,False
Les Chaignots Nuits-Saint-Georges 1er Cru,186.99,4.4,False
Pessac-L?gnan (Grand Cru Class? de Graves),186.99,4.4,False
Cuv? des Cadettes Ch?eauneuf-du-Pape,186.99,4.4,False
Saint-Julien (Grand Cru Class?),186.99,4.3,False
Saint-Julien (Grand Cru Class?),186.99,4.3,False
Corton-Bressandes Grand Cru,186.99,4.2,False
Corton-Bressandes Grand Cru,186.99,4.2,False
Tom Cullity Cabernet Sauvignon - Malbec,186.99,4.2,False
Corton-Bressandes Grand Cru,186.99,4.2,False
Saint-Julien (Grand Cru Class?),186.99,4.1,False
Saint-Julien (Grand Cru Class?),186.99,4.1,False
Corton Les Bressandes Grand Cru,186.99,4.1,False
Les Chaignots Nuits-Saint-Georges 1er Cru,186.99,4.1,False
Corton-Bressandes Grand Cru,186.99,4.1,False
Saint-Julien (Grand Cru Class?),186.99,4.1,False
Les Chaignots Nuits-Saint-Georges 1er Cru,186.99,4.1,False
Gevrey-Chambertin,186.95,4.1,False
C?e-R?ie La Landonne,186.0,4.1,False
Gabbro Toscana,185.99,4.5,False
Cabernet Sauvignon Reserve,185.99,4.4,False
Cabernet Sauvignon Reserve,185.99,4.3,False
Pessac-L?gnan,185.99,4.3,False
Toscana Camartina,185.99,4.2,False
Pessac-L?gnan,185.99,4.1,False
Pessac-L?gnan,185.99,4.1,False
Toscana Camartina,185.99,4.1,False
Pessac-L?gnan,185.99,4.0,False
Wedding Vineyard Cabernet Sauvignon,185.95,4.6,False
Wedding Vineyard Cabernet Sauvignon,185.95,4.3,False
Saint-?ilion Grand Cru,185.46,4.6,False
Cuv? Claire Cabernet Sauvignon,185.4,4.7,False
Rioja Norte,185.28,4.3,False
Treehouse Pinot Noir,185.0,4.8,False
Cabernet Sauvignon,185.0,4.7,False
Stags Leap District Cabernet Sauvignon,185.0,4.7,False
Three Sisters Vineyard Pinot Noir,185.0,4.6,False
Cabernet Sauvignon,185.0,4.5,False
Saint-Julien (Grand Cru Class?),185.0,4.3,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),185.0,4.3,False
Pauillac (Grand Cru Class?),185.0,4.2,False
Barolo Acclivi,185.0,4.1,False
Vieilles Vignes Chambolle-Musigny 1er Cru 'La Combe d'Orveaux',185.0,4.1,False
Orchis Mascula,185.0,4.0,False
Cabernet Sauvignon,185.0,2.8,False
Stags Leap District Cabernet Sauvignon,184.99,4.7,False
Reserve Cabernet Sauvignon,184.99,4.6,False
Saint-?ilion Grand Cru (Grand Cru Class?),184.99,4.5,False
Aida Estate Cabernet Sauvignon,184.99,4.5,False
Cabernet Sauvignon,184.99,4.3,False
Saint-?ilion Grand Cru (Grand Cru Class?),184.99,4.3,False
d'Alceo,184.99,4.2,False
Cabernet Sauvignon,184.99,4.2,False
Volnay 1er Cru 'Les Taillepieds',184.99,4.1,False
Pauillac (Grand Cru Class?),184.99,4.1,False
Ch?eau Giscours (Grand Cru Class?),184.99,4.0,False
Angelo's Vineyard Cabernet Sauvignon,184.98,4.7,False
Vieilles Vignes Gevrey-Chambertin Cuv? C?ur de Roy,184.95,4.4,False
Vieilles Vignes Gevrey-Chambertin Cuv? C?ur de Roy,184.95,4.3,False
Listrac-M?oc,184.95,4.2,False
Vieilles Vignes Gevrey-Chambertin Cuv? C?ur de Roy,184.95,4.2,False
Listrac-M?oc,184.95,4.1,False
Listrac-M?oc,184.95,4.1,False
Listrac-M?oc,184.95,4.1,False
Listrac-M?oc,184.95,4.1,False
Listrac-M?oc,184.95,4.0,False
Listrac-M?oc,184.95,4.0,False
Listrac-M?oc,184.95,4.0,False
Listrac-M?oc,184.95,4.0,False
Pomerol,184.79,4.3,False
Bannockburn Pinot Noir,184.22,4.1,False
Fleur de Clinet Pomerol,184.22,3.8,False
Gevrey-Chambertin 1er Cru 'Lavaux St-Jacques',184.0,4.0,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),183.99,4.6,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),183.99,4.5,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),183.99,4.4,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),183.99,4.4,False
Barolo Riserva Vigna Rionda,183.99,4.4,False
Ch?eauneuf-du-Pape Barbe Rac,183.99,4.3,False
Margaux (Grand Cru Class?),183.99,4.2,False
Barolo Riserva Vigna Rionda,183.99,4.2,False
Margaux (Grand Cru Class?),183.99,4.2,False
Ch?eau Moulin Riche Saint-Julien,183.99,4.1,False
Ch?eau Moulin Riche Saint-Julien,183.99,4.1,False
Ch?eau Moulin Riche Saint-Julien,183.99,4.1,False
Ch?eau Moulin Riche Saint-Julien,183.99,4.0,False
Ch?eau Moulin Riche Saint-Julien,183.99,3.9,False
Estate Cabernet Sauvignon,183.95,4.5,False
Estate Cabernet Sauvignon,183.95,4.5,False
Cuesta de Las Liebres,183.84,4.7,False
Kathryn Hall Cabernet Sauvignon,183.59,4.6,False
Onda Cabernet Sauvignon,183.59,4.6,False
Onda Cabernet Sauvignon,183.59,4.5,False
Onda Cabernet Sauvignon,183.59,4.4,False
Onda Cabernet Sauvignon,183.59,4.4,False
Onda Cabernet Sauvignon,183.59,4.3,False
Barolo Cannubi Boschis,183.49,4.3,False
Gravner Rosso,182.99,4.4,False
Isosceles Reserve,182.57,4.7,False
Bootlegger?s Hill Pinot Noir,182.48,4.8,False
Ch?eauneuf-du-Pape Deus Ex Machina,182.32,4.5,False
V?rs? Barbaresco Starderi,181.99,4.4,False
Brunello di Montalcino Riserva,181.99,4.3,False
V?rs? Barbaresco Starderi,181.99,4.3,False
V?rs? Barbaresco Starderi,181.99,4.3,False
Gigondas Rouge,181.99,4.1,False
Pomerol,181.8,4.4,False
Vosne-Roman? Les Beaux Monts,181.65,4.1,False
Gevrey-Chambertin 1er Cru 'Les Cazetiers',180.99,4.3,False
Saint-Julien (Grand Cru Class?),180.99,4.2,False
Gevrey-Chambertin 1er Cru 'Les Cazetiers',180.99,4.1,False
Gevrey-Chambertin 1er Cru 'Les Cazetiers',180.99,4.1,False
Saint-?ilion Grand Cru (Premier Grand Cru Class?),180.99,4.1,False
Saint-Julien (Grand Cru Class?),180.99,4.0,False
